-	/dispersal	/flowers	/flowers/ovary	/flowers/ovary/stigma	/flowers/stamens	/flowers/stamens/filaments	/fruits	/fruits/apex	/fruits/diameter	/fruits/dimensions	/fruits/length	/fruits/seeds	/fruits/stigma	/fruits/stigma/length	/fruits/thickness	/fruits/width	/habit	/habit/fertile stems	/habit/height	/habit/length	/habit/odor	/habit/rhizome	/habit/upper internodes	/indumentum	/inflorescences	/inflorescences/anthers	/inflorescences/common peduncle	/inflorescences/common peduncle/lateral branches	/inflorescences/common peduncle/lateral branches/length	/inflorescences/common peduncle/length	/inflorescences/common peduncle/peduncle	/inflorescences/common peduncle/peduncle/length	/inflorescences/floral bracts	/inflorescences/floral bracts/diameter	/inflorescences/floral bracts/filaments	/inflorescences/floral bracts/rachises	/inflorescences/flower number	/inflorescences/flowers	/inflorescences/growth form	/inflorescences/length	/inflorescences/ovary	/inflorescences/ovary/stigma	/inflorescences/peduncle	/inflorescences/peduncle/length	/inflorescences/position	/inflorescences/rachises	/inflorescences/spikes	/inflorescences/spikes/diameter	/inflorescences/spikes/dimensions	/inflorescences/spikes/length	/inflorescences/spikes/rachises	/inflorescences/spikes/thickness	/inflorescences/spikes/width	/inflorescences/stamens	/inflorescences/stamens/anthers	/inflorescences/stamens/length	/inflorescences/thecae	/infructescences	/infructescences/dimensions	/infructescences/fruits	/infructescences/fruits/diameter	/infructescences/fruits/stigma	/infructescences/fruits/thickness	/infructescences/fruits/width	/infructescences/length	/infructescences/stigma	/infructescences/thickness	/infructescences/width	/internodes	/juvenile fruits	/leaves	/leaves/blade	/leaves/blade/apex	/leaves/blade/base	/leaves/blade/base/length	/leaves/blade/diameter	/leaves/blade/dimensions	/leaves/blade/margins	/leaves/blade/shape	/leaves/blade/texture	/leaves/fertile branches	/leaves/petiole	/leaves/petiole/length	/leaves/petiole/relative distance	/leaves/prophyllum	/leaves/shape	/leaves/stipules	/leaves/veins	/mature fruits	/petiole	/petiole/blade	/petiole/blade/apex	/petiole/blade/base	/petiole/blade/base/differential distance	/petiole/blade/dimensions	/petiole/blade/margins	/petiole/blade/shape	/petiole/blade/texture	/petiole/length	/petiole/ligula	/petiole/ligula/length	/petiole/margins	/petiole/margins/apex	/petiole/margins/base	/petiole/margins/base/differential distance	/petiole/margins/length	/petiole/secondary veins	/petiole/veins	/prophyllum	/prophyllum/length	/prophyllum/sheaths	/shoot apex	/stamens	/stamens/anthers	/stamens/filaments	/stamens/ovary	/stems	/stems/internodes	/stems/internodes/length	/stems/length	/stems/nodes	/stems/thickness	/stems/upper internodes	/stems/upper internodes/length	/stipules	/stipules/blade	/stipules/blade/apex	/stipules/blade/base	/stipules/blade/base/differential distance	/stipules/blade/dimensions	/stipules/blade/margins	/stipules/blade/shape	/stipules/blade/texture	/stipules/dimensions	/stipules/length	/stipules/petiole	/stipules/petiole/length	/stipules/veins	/upper internodes	
Piper hispidum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or subshrub, occasionally with scrambling branches, 	-	2-3 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely marginally fringed, 	0.4-0.5 mm in diam.	filaments with broadened connective and anthers dehiscing transversely (horizontally) apically. 	-	-	-	erect	-	-	-	peduncle |, pubescent; 	to 1 cm long	-	-	spike |, white, cream or pale green, not apiculate; 	-	-	8-14 cm long	-	-	-	-	-	-	-	Infructescence grey or grey green;      	-	fruits oblongoid to rounded-trigonous, hirsute,       	-	stigmas 3, sessile.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, hirsute; 	blade |, glandular-dotted, often greyish below, |, 	apex acuminate, 	base unequally attached to petiole difference |, obliquely rounded or cuneate with one side occasionally cordulate, lepidote-scabrid above, veins hirsute on both surfaces; 	0.2-0.6 cm	11-23 x 4-11 cm	-	elliptic or elliptic-ovate	scabrous often on both surfaces	0.5-1 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-6 per side, originating from lower 1/2 of primary vein, tertiary veins transversely reticulate. 	Prophyll |, glabrous except pubescent on midvein. 	to 16 mm long	-	-	-	-	-	-	Stem hirsute to glabrescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper hostmannianum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub, subshrub or treelet 	-	to 7 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely crowded, spirally arranged, densely marginally fringed. 	-	-	-	-	-	erect	-	-	-	peduncle |, crisp-pubescent; 	1 cm long, to 1.5 cm in fruit	-	-	spike |, white or yellow; 	-	-	10-12 cm long	-	-	-	-	-	-	-	Infructescence green, 	-	fruits oblongoid or trigonous, glabrous to puberulent at apex,       	-	stigmas 3, sessile.	-	-	to 12 cm long	-	-	4 mm wide	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Prophyll glabrous, marginally with some hairs or densely pubescent. 	-	-	-	-	-	-	-	Stem crisp-pubescent. 	-	-	-	-	-	-	-	Stipules rather long persistent;      	blade not conspicuously glandular-dotted, shiny, 	apex acuminate, 	base unequally attached to petiole difference |, obtuse, rounded to subcordate, sometimes acute, glabrous above, below densely appressed pubescent on veins; 	0-0.7 cm	10-25 x 2.5-13 cm	margin not ciliate, 	broadly elliptic or broadly to narrowly ovate	-	-	-	petiole |, crisp-pubescent, vaginate to apex; 	0.5-1(-1.5) cm long	pinnately veined, secondary veins 3-6 per side, originating from lower 3/4 of primary vein, at an angle of 60º, anastomosing, soon abruptly ascending at an angle of 120º, intersecondaries conspicuous, tertiary veins widely reticulate. 	-	
Piper humistratum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Creeping herb or subshrub to 	-	0.35 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts glabrous, slightly cucullate. 	-	-	-	-	-	erect	-	-	-	peduncle |, villous; 	1.5-2.5 cm long	-	-	spike |, green or yellow or rosish, not apiculate; 	-	-	2-4 cm long	-	-	-	-	-	-	-	Infructescence occasionally pendent;      	-	fruits oblongoid, sunken, glabrous,       	-	stigmas 4, sessile.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, villous; 	blade discolourous, |, not conspicuously glandular-dotted, |, 	apex obtuse or acutish, 	base unequally attached to petiole difference |, obliquely rounded, glabrous above, veins brown-villous below; 	0.2-0.5 cm	9-15(-18) x 5-7(-8.5) cm	-	elliptic to broadly elliptic	not scabrous	1-2(-5.5) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 3-5 per side, originating from lower 3/4 or more of primary vein, anastomosing, impressed above, prominent below like tertiary veins, those loosely reticulate. 	-	-	-	-	-	-	-	-	Stem villous often with white hairs. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper hymenophyllum 	-	-	-	-	-	-	Fruits obovoid to depressed globose, glabrous,      	-	-	-	-	-	stigmas 3 or 2, recurved, 	0.5-1 mm long	-	-	Scandent or creeping shrub, climbing branches rooting at nodes. 	-	-	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts pubescent at base, densely marginally fringed; 	-	-	-	-	-	horizontally oriented? later recurved	-	-	-	peduncle |, pubescent or glabrescent; 	0.8-2 cm long	-	-	spike protandrous (presenting staminate flowers first, pistillate flowers afterwards), |, green, not apiculate; 	-	-	1-3.5 cm long	-	-	-	stamen 1 per flower, far exserted, recurved, 	-	2-3 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, pubescent, vaginate to apex; 	blade not conspicuously glandular-dotted, |, subobovate or ovate, 	apex (long-)acuminate, 	base unequally attached to petiole difference |, unequally cordate or obtuse, glabrescent but veins may be recurved-pubescent; 	0.1-0.7 cm	4-17 x 3-6.5 cm, (on young creeping branches ca. 1.5-5 x 0.8-1.8 cm	margin occasionally ciliate, 	elliptic	-	0.5-1 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 6-8 per side, originating from throughout primary vein, impressed above, prominent below, tertiary veins inconspicuously reticulate. 	-	-	-	-	-	-	-	-	Stem ridged, pubescent with recurved hairs. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper inaequale 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or treelet |, almost glabrous. 	-	to 3(-5) m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	pendent	-	-	-	peduncle slender, |, glabrous; 	1.5-2.5 cm long	-	rachis glabrous; 	spike |, not apiculate; 	-	-	1.5-5 cm long	-	-	to 0.5 cm wide	-	-	-	-	Infructescence 	-	fruits obovoid or slightly flattened, |, somewhat separate, glabrous or minutely papillate, 	-	stigmas 3-4, lanceolate, sessile.	-	ca. 2 mm wide	to 9 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate and narrowly winged to apex; 	blade sometimes discolorous and pale brown beneath, |, not conspicuously glandular-dotted, |, 	apex acute to short-acuminate, lower half of blade asymmetrical, 	base unequally attached to petiole difference |: shorter side obtuse to abruptly acute, longer side abruptly rounded, obtuse or cordate, glabrous, except minutely pubescent veins below; 	0-0.5 cm	20-24(-36) x 7.5-9.5(-17) cm	-	elliptic-oblong or somewhat ovate	not scabrous	2.5-4.5(-7.5) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-6(-8) per side, widely spaced, originating from lower 2/3 or more of primary vein, anastomosing well within margin, prominent below, tertiary veins very widely reticulate, minutely pubescent below. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper insipiens 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub, subshrub or treelet, may be somewhat scandent, 	-	to 2 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts triangular, densely marginally fringed. 	-	-	-	-	-	erect	-	-	-	peduncle slender, 	1-3.5 cm long	-	rachis papillose; 	spike |, white, yellowish or greyish-green, apiculate; 	-	-	7-13 cm long	-	-	-	-	-	-	-	Infructescence green, erect or pendent;      	-	fruits trigonous, glabrous, yellowish to green,       	-	stigmas 3, short, sessile.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate to apex; 	blade |, discolorous often drying yellowish, conspicuously dark-glandular-dotted, |, 	apex (long-)acuminate, 	base equal or unequally attached to petiole difference |, acute, cuneate or obtusish, glabrous above, glabrous often minutely crisp-pubescent below especially on veins; 	up to 0.5 cm	13-23 x 4-8.5 cm	-	elliptic, ovate, elliptic-oblong or rhombic	fleshy, drying membranous	0.3-2.5 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 4-6 per side, originating from lower 1/2 or 2/3 of primary vein, plane above, prominulous to prominent below, tertiary veins widely reticulate, areoles almost rectangular. 	-	-	-	-	-	-	-	-	Stem, petiole and peduncle and even primary vein below maybe reddish (brown), or yellowish, glabrous. 	-	-	-	-	-	-	-	Stipules may be persistent, |, glabrous. 	-	-	-	-	-	-	-	-	-	ca. 2 cm long	-	-	-	-	
Piper marginatum 	-	-	-	-	-	-	Fruits oblongoid, glabrous,      	-	-	-	-	-	stigmas 3, sessile.	-	-	-	Subshrub or treelet, 	-	to 3 m tall	-	fragrant like anise. 	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	erect and recurved	-	-	-	peduncle |, glabrous; 	1 cm long	-	-	spike 	-	-	10-13(-20) cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole vaginate to apex, |, glabrous; 	blade not dark glandular-dotted, 	apex (long-)acuminate, 	base equal or almost equally attached to petiole, deeply cordate, glabrescent or veins puberulent; 	-	10-12 x 8-15 cm	margin ciliate, 	rounded to ovate	-	4 cm long	-	-	-	-	-	-	-	-	palmately 9-11-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper nigrispicum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub 	-	to 2.5 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	pendent	-	-	-	peduncle slender, |, glabrous, often reddish or violaceous; 	0.5-1.8 cm long	-	-	spike |, green, yellow to reddish, apiculate; 	10 mm in diam. in vivo	-	1-5 cm long	-	-	-	-	-	-	-	Infructescence pendent, green;      	-	fruits trigonous or subtetragonous with narrow “collar”, glabrous, green,       	-	stigmas 3, sessile.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous, pubescent when young, vaginate at base; 	blade shiny dark green above, pale below, densely black glandular-dotted, translucent dotted in vivo, 	apex acuminate, 	base equal or almost equally attached to petiole, acute or cuneate or obtusish, occasionally rough above (from scale-like emergent structures), glabrous below; 	-	8-15 x 3-6 cm	-	(narrowly) ovate to elliptic-oblong	-	0.4-0.8 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 3-5 per side, anastomosing near margin, originating from lower 3/4 of primary vein, tertiary veins widely reticulate, not conspicuous. 	-	-	-	-	-	-	-	-	Stem glabrous, young ones often reddish. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper nigrum 	-	-	-	-	-	-	Fruits globose, |, glabrous, red or black, 	-	-	-	5-6 mm long	-	stigmas 2-3, sessile.	-	-	-	Shrub sometimes with scrambling branches or liana. 	-	-	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts glabrous. 	-	-	-	-	-	pendent	-	-	-	peduncle 	1-2.5 cm long	-	-	spike |, apiculate or not; 	-	-	5-10 cm long	-	-	-	-	-	-	-	Infructescence pendent, |, more than 	-	-	-	-	-	-	12 cm long	-	0.5 cm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous, vaginate to apex; 	blade |, not glandular-dotted, |, 	apex acute to short-acuminate, 	base equal or almost equally attached to petiole, subacute to obtusish, glabrous; 	-	8-19 x 5-10 cm	-	elliptic, ovate to broadly ovate	not scabrous	1-2 cm long	-	-	-	-	-	-	-	-	palmately-pinnately veined, secondary veins 2-3 per side, originating from lower 1/4 of primary vein, flat to prominulous above, prominulous to prominent below, tertiary veins reticulate. 	-	-	-	-	-	-	-	-	Stem glabrous. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper obliquum 	-	-	-	-	-	-	Fruits obovoid or oblongoid, sometimes flattened at apex, |, minutely pubescent or glabrous or with a few basal hairs, 	-	1-2 mm in diam.	-	-	-	stigmas 3, often quite long, sessile, sometimes on a short style.	-	-	-	Shrub or treelet, 	-	1.5-8 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts triangular-rounded to cucullate, glabrous. 	-	-	-	-	-	pendent	-	-	-	peduncle |, pubescent to glabrescent; 	2-5 cm long	-	rachis pubescent; 	spike |, reddish when young, apiculate; 	-	-	(8-)20-60(-70) cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous or densely brown-pubescent, green to brown, vaginate or winged to apex; 	blade |, not glandular-dotted, |, 	apex acute to acuminate, 	base unequally attached to petiole difference |, unequally lobed, basal lobes shorter or longer than petiole, occasionally overlapping the latter, glabrous above, more or less brown-pubescent below, especially on veins; 	up to 1 cm	20-60(-70) x (12-)20-35 cm	-	elliptic-ovate to oblong	not scabrous	3-7(-10) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-9, per side originating from lower 3/4 of primary vein. 	-	-	-	-	-	-	-	-	Stem densely pubescent to glabrescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper paramaribense 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Small shrub, sometimes trailing, 	-	to 1 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts cucullate and pilose on inner side and at base,       	-	-	rachis pubescent. 	-	-	erect	-	-	-	peduncle |, glabrous or hirsute; 	0.5-1 cm long	-	-	spike |, yellow or green, apiculate; 	-	-	2-4 cm long	-	-	-	-	-	-	-	Infructescence erect, |, green; 	-	fruits globose or obovoid, |, glabrous, green, 	3 mm in diam.	stigmas 3, linear, erect, may give impression of a style, obsolete on fruit.	-	-	to 7 cm long	-	to 1 cm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, hirsute, vaginate to middle; 	blade |, glandular-dotted, |, 	apex short-acuminate, maybe somewhat obtuse, 	base equal or unequally attached to petiole difference at most |, cuneate to obtusish, rounded or subcordate, glabrous but veins appressed-pubescent below; 	0.1 cm	7-17 x 2.5-6 cm	-	lance-elliptic, elliptic or elliptic-oblong	slightly bullate to smooth, coriaceous and silvery shiny or membranous	0.5 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins (7-)8-12 per side, originating from throughout primary vein, impressed above, prominulous to strongly prominent below, tertiary veins transverse. 	-	-	-	-	-	-	-	-	Stem hirsute. 	-	-	-	-	-	-	-	Stipules long persistent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper peltatum 	-	-	-	-	-	-	Fruits trigonous, glabrous.	-	-	-	-	-	-	-	-	-	Large herb 	-	to 3 m tall	-	-	-	-	-	Inflorescence |, umbellate, |, sympodial branches with very short internodes, without leaves; 	-	common peduncle 	-	-	2-8 cm long	peduncles slender, 	1-1.5 cm long	floral bracts marginally fringed. 	-	-	-	-	-	erect	-	-	-	-	-	seem to be axillary, but are reduced	-	spikes numerous, |, each subtended by a single prophyll, densely flowered; 	-	-	5-10 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Internodes black glandular-dotted, more densely so on nodes. 	-	Leaves alternate, peltate;      	blade glandular-dotted, 	apex acute, 	base nearly rounded to usually deeply cordate, glabrous except for short hairs on veins; 	-	-	to 16-30 x 18-40 cm	-	round-ovate	-	-	petiole attached at up to 1/3 of blade, rarely near base, |, vaginate or slightly winged in lower part; 	8-20 cm long	-	-	-	-	palmately 13-15-veined, veins radiating from petiole tip, and 2 pairs originating from central vein. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper perstipulare 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub 	-	to 1.5-4 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts subtriangular, densely marginally fringed. 	-	-	-	-	-	erect	-	-	-	peduncle |, glabrous; 	1-2 cm long	-	-	spike |, greenish white to white, apiculate; 	-	-	7-9.5 cm long	-	-	-	-	-	-	-	Infructescence 	-	fruits trigonous or ovoid, glabrous, verruculose,       	-	stigmas 3, recurved, sessile.	-	-	to 11.5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous, vaginate to apex, 	blade |, densely glandular-dotted below, |, 	apex acuminate, 	base equal or unequally attached to petiole difference |, obtuse to rounded, glabrous, but veins sparsely to densely appressed or crisp-pubescent below; 	0-0.3 cm	16-27 x 7-13(-14.5) cm	margin ciliolate, 	narrowly elliptic to elliptic-ovate	not scabrous	(0.5-)1-4.5 cm long	-	-	margin enlarged; 	-	-	-	-	-	pinnately veined, secondary veins 6-7 per side, originating from lower 2/3 of primary vein, flat above, prominulous below, lower 2-3 ascending horizontally or at an angle of 45º, upper ones ascending near margin but hardly anastomosing towards top, tertiary veins reticulate and transverse between secondaries. 	-	-	-	-	-	-	-	-	Stem glabrous. 	-	-	-	-	-	-	-	Stipules |, glabrous, upper ones subpersistent. 	-	-	-	-	-	-	-	-	-	4-7 cm long	-	-	-	-	
Piper phytolaccifolium 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub |, glabrous. 	-	to 1.6 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	erect	-	-	-	peduncle 	0.4-0.7 cm long	-	-	spike |, not apiculate; 	-	-	2-4 cm long	-	-	-	-	-	-	-	Infructescence erect to pendent, 	-	fruits globose, |, glabrous, with persistent style, 	1-1.5 mm in diam.	stigmas 3, on long style.	-	-	-	-	0.6 cm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate to middle or to apex; 	blade |, glandular-dotted to densely glandular-dotted, |, 	apex acuminate, 	base unequally attached to petiole difference |, acute, glabrous; 	0.2-0.3 cm	9-16 x 2.5-7 cm	-	elliptic to ovate	membranous, not scabrous	0.4-1 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 4-6 per side, originating from lower 2/3 of primary vein, flat above, prominulous below, tertiary veins reticulate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper piscatorum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Subshrub, 	-	to 1 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts cucullate, glabrous. 	-	-	-	-	-	erect	-	-	-	peduncle |, glabrous; 	0.4-0.5(-1) cm long	-	rachis pubescent; 	spike |, green, apiculate; 	-	-	4-7 cm long	-	-	-	-	-	-	-	Infructescence 	-	fruits separate at maturity, not sulcate, globose, |, papillose at apex, glabrescent, 	1.5 mm in diam.	stigmas 4, sessile.	-	-	to 6 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate at base; 	blade |, dull green, not conspicuously glandular-dotted, |, 	apex acuminate, 	base equal or almost equally attached to petiole, subacute to obtuse or rounded, glabrous; 	-	(5.5-)7.5-17(-19.5) x (2.5-)3.5-6.5(-7.5) cm	-	elliptic-oblong to narrowly ovate	subcoriaceous	0.5-2 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins (5-)7-8(-11) per side, originating from throughout primary vein, anastomosing well within margin, impressed or slightly prominulous above, prominent below, tertiary venation obsolete. 	-	-	-	-	-	-	-	-	Stem glabrous or glabrescent;      	-	-	-	-	-	upper internodes finely striate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper poiteanum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Vine or climbing shrub 	-	to 8 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts cucullate-inflexed, densely marginally fringed. 	-	-	-	-	-	presumably pendent	-	-	-	peduncle |, minutely pubescent or glabrous; 	1-1.5 cm long	-	-	spike |, yellow to green, apiculate; 	-	-	7-16.5 cm long	-	-	-	-	-	-	-	Infructescence 	-	fruits depressed globose to trigonous, |, glabrous, 	-	stigmas 3, sessile.	1 mm thick	-	to 15 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous or sparsely pubescent, vaginate to apex; 	blade |, not conspicuously glandular-dotted, |, 	apex acuminate, 	base equal, rounded to subcordate to deeply cordate, glabrous but veins glabrous or sparsely pubescent below; 	-	7-12 x 3-5 cm	-	oblong to ovate	membranous, bicolourous, not scabrous	1.5-2.5 cm long	-	-	-	-	-	-	-	-	palmately-pinnately veined, secondary veins 2-3 per side originating from lower 1/4 of primary vein, flat above, prominent below, tertiary veins transverse, prominulous below. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Upper internodes finely striate, glabrescent. 	
Piper pulleanum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or treelet, 	-	to 2.5 m tall	-	-	-	-	-	Inflorescence 	anthers dehiscing laterally. 	-	-	-	-	-	-	floral bracts marginally fringed; 	-	-	-	-	-	erect	-	-	-	peduncle |, brown crisp-pubescent; 	0.5-8(-2.5) cm long	-	-	spike |, white to yellowish, apiculate; 	-	-	5-8 cm long	-	-	-	-	-	-	-	Infructescence erect;      	-	fruits obovoid to trigonous, papillose or hispidulous, 	-	-	-	ca. 2 mm wide	-	stigmas 3.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, densely brown-pubescent; 	blade not conspicuously glandular-dotted, often drying dull greyish green, 	apex acuminate, 	base unequally attached to petiole difference |, obtuse to subcordate, almost glabrous above, veins may be somewhat appressed-pubescent, appressed-pubescent below especially on veins; 	0.1-0.3 cm	11-25 x 4.5-8 cm	-	ovate or elliptic-ovate	somewhat scabrous and bullate	0.3-0.7(-1) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 3-4(-5), originating from lower 1/2 of primary vein, ascending at an angle of ca. 45º, flat to prominulous above, prominent below, tertiary veins transverse. 	-	-	-	-	-	-	-	-	Stem densely retrorsely crisp-pubescent. 	-	-	-	-	-	-	-	Stipules may be long persistent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper remotinervium 	-	-	-	-	-	-	Fruits trigonous, somewhat exserted when mature, hirsute,      	-	-	-	-	-	stigmas sessile.	-	-	-	Shrub or treelet, 	-	to 1-3.5 m tall	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	erect or horizontally oriented	-	-	-	peduncle |, pubescent; 	1.5-2 cm long	-	-	spike |, creamish white to green, hardly apiculate; 	-	-	10-20 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, densely pubescent; 	blade |, not conspicuously glandular-dotted, |, 	apex acuminate, 	base equal or unequally attached to petiole difference |, subcordate or obtusish, pubescent on both surfaces, veins more densely so; 	0-0.3(-0.7) cm	17-30 x 10-17 cm	-	broadly ovate or ovate	somewhat scabrous when dried	1.5-2 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-7 per side, originating from lower 1/2 of primary vein, prominent below, tertiary venation widely reticulate, veinlets almost transverse. 	-	-	-	-	-	-	-	-	Stem and branches sparsely to densely pubescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
