-	/dispersal	/flowers	/flowers/ovary	/flowers/ovary/stigma	/flowers/stamens	/flowers/stamens/filaments	/fruits	/fruits/apex	/fruits/diameter	/fruits/dimensions	/fruits/length	/fruits/seeds	/fruits/stigma	/fruits/stigma/length	/fruits/thickness	/fruits/width	/habit	/habit/fertile stems	/habit/height	/habit/length	/habit/odor	/habit/rhizome	/habit/upper internodes	/indumentum	/inflorescences	/inflorescences/anthers	/inflorescences/common peduncle	/inflorescences/common peduncle/lateral branches	/inflorescences/common peduncle/lateral branches/length	/inflorescences/common peduncle/length	/inflorescences/common peduncle/peduncle	/inflorescences/common peduncle/peduncle/length	/inflorescences/floral bracts	/inflorescences/floral bracts/diameter	/inflorescences/floral bracts/filaments	/inflorescences/floral bracts/rachises	/inflorescences/flower number	/inflorescences/flowers	/inflorescences/growth form	/inflorescences/length	/inflorescences/ovary	/inflorescences/ovary/stigma	/inflorescences/peduncle	/inflorescences/peduncle/length	/inflorescences/position	/inflorescences/rachises	/inflorescences/spikes	/inflorescences/spikes/diameter	/inflorescences/spikes/dimensions	/inflorescences/spikes/length	/inflorescences/spikes/rachises	/inflorescences/spikes/thickness	/inflorescences/spikes/width	/inflorescences/stamens	/inflorescences/stamens/anthers	/inflorescences/stamens/length	/inflorescences/thecae	/infructescences	/infructescences/dimensions	/infructescences/fruits	/infructescences/fruits/diameter	/infructescences/fruits/stigma	/infructescences/fruits/thickness	/infructescences/fruits/width	/infructescences/length	/infructescences/stigma	/infructescences/thickness	/infructescences/width	/internodes	/juvenile fruits	/leaves	/leaves/blade	/leaves/blade/apex	/leaves/blade/base	/leaves/blade/base/length	/leaves/blade/diameter	/leaves/blade/dimensions	/leaves/blade/margins	/leaves/blade/shape	/leaves/blade/texture	/leaves/fertile branches	/leaves/petiole	/leaves/petiole/length	/leaves/petiole/relative distance	/leaves/prophyllum	/leaves/shape	/leaves/stipules	/leaves/veins	/mature fruits	/petiole	/petiole/blade	/petiole/blade/apex	/petiole/blade/base	/petiole/blade/base/differential distance	/petiole/blade/dimensions	/petiole/blade/margins	/petiole/blade/shape	/petiole/blade/texture	/petiole/length	/petiole/ligula	/petiole/ligula/length	/petiole/margins	/petiole/margins/apex	/petiole/margins/base	/petiole/margins/base/differential distance	/petiole/margins/length	/petiole/secondary veins	/petiole/veins	/prophyllum	/prophyllum/length	/prophyllum/sheaths	publication	/shoot apex	/stamens	/stamens/anthers	/stamens/filaments	/stamens/ovary	/stems	/stems/internodes	/stems/internodes/length	/stems/length	/stems/nodes	/stems/thickness	/stems/upper internodes	/stems/upper internodes/length	/stipules	/stipules/blade	/stipules/blade/apex	/stipules/blade/base	/stipules/blade/base/differential distance	/stipules/blade/dimensions	/stipules/blade/margins	/stipules/blade/shape	/stipules/blade/texture	/stipules/dimensions	/stipules/length	/stipules/petiole	/stipules/petiole/length	/stipules/veins	/upper internodes	/habitat	/habitat/altitude	
Piper hirtilimbum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub 	-	to 0.5 m tall	-	-	-	-	-	Inflorescence |, long-hirsute; |, hardly apiculate; 	-	-	-	-	-	-	-	floral bracts densely marginally fringed; 	-	-	-	-	-	pendent	-	ovaries (and fruits) pubescent,       	stigmas 3?, rounded, sessile.	peduncle 	0.5-1.2 cm long	-	rachis presumably puberulent; 	spike 	-	-	1-3 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, long-hirsute, vaginate to apex (or to middle); |, glandular-dotted, |, |, rounded to subcordate, pilose above and below; 	blade 	apex acuminate, 	base unequally attached to petiole difference 	0-0.8 cm	16-25 x 6-9.5 cm	margin long-ciliate, 	obovate to elliptic or elliptic-oblong	not scabrous	1-3 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-8 per side, originating from lower 2/3 of primary vein, flat above, prominent below, tertiary veins parallel and reticulate. 	-	-	-	-	-	-	-	-	-	Stem long-hirsute, hairs 	-	-	to 2.5 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in dense forest on brown sand, 	240-700 m	
Piper hispidum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or subshrub, occasionally with scrambling branches, 	-	2-3 m tall	-	-	-	-	-	Inflorescence |, pubescent; |, white, cream or pale green, not apiculate; |, 	-	-	-	-	-	-	-	floral bracts densely marginally fringed, 	0.4-0.5 mm in diam.	filaments with broadened connective and anthers dehiscing transversely (horizontally) apically. 	-	-	-	erect	-	-	-	peduncle 	to 1 cm long	-	-	spike 	-	-	8-14 cm long	-	-	-	-	-	-	-	     	-	fruits oblongoid to rounded-trigonous, hirsute,       	-	stigmas 3, sessile.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, hirsute; |, glandular-dotted, often greyish below, |, |, obliquely rounded or cuneate with one side occasionally cordulate, lepidote-scabrid above, veins hirsute on both surfaces; 	blade 	apex acuminate, 	base unequally attached to petiole difference 	0.2-0.6 cm	11-23 x 4-11 cm	-	elliptic or elliptic-ovate	scabrous often on both surfaces	0.5-1 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-6 per side, originating from lower 1/2 of primary vein, tertiary veins transversely reticulate. 	Prophyll |, glabrous except pubescent on midvein. 	to 16 mm long	-	-	-	-	-	-	-	Stem hirsute to glabrescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in secondary vegetation, on creek banks in forest and in dense forest, 	from sea level to 700 m	
Piper hostmannianum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub, subshrub or treelet 	-	to 7 m tall	-	-	-	-	-	Inflorescence |, crisp-pubescent; |, white or yellow; 	-	-	-	-	-	-	-	floral bracts densely crowded, spirally arranged, densely marginally fringed. 	-	-	-	-	-	erect	-	-	-	peduncle 	1 cm long, to 1.5 cm in fruit	-	-	spike 	-	-	10-12 cm long	-	-	-	-	-	-	-	Infructescence green, 	-	fruits oblongoid or trigonous, glabrous to puberulent at apex,       	-	stigmas 3, sessile.	-	-	to 12 cm long	-	-	4 mm wide	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Prophyll glabrous, marginally with some hairs or densely pubescent. 	-	-	-	-	-	-	-	-	Stem crisp-pubescent. 	-	-	-	-	-	-	-	     	blade not conspicuously glandular-dotted, shiny, 	apex acuminate, 	base unequally attached to petiole difference 	0-0.7 cm	10-25 x 2.5-13 cm	margin not ciliate, 	broadly elliptic or broadly to narrowly ovate	-	-	-	petiole 	0.5-1(-1.5) cm long	pinnately veined, secondary veins 3-6 per side, originating from lower 3/4 of primary vein, at an angle of 60º, anastomosing, soon abruptly ascending at an angle of 120º, intersecondaries conspicuous, tertiary veins widely reticulate. 	-	-	-	
Piper humistratum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Creeping herb or subshrub to 	-	0.35 m tall	-	-	-	-	-	Inflorescence |, villous; |, green or yellow or "rosish", not apiculate; 	-	-	-	-	-	-	-	floral bracts glabrous, slightly cucullate. 	-	-	-	-	-	erect	-	-	-	peduncle 	1.5-2.5 cm long	-	-	spike 	-	-	2-4 cm long	-	-	-	-	-	-	-	     	-	fruits oblongoid, sunken, glabrous,       	-	stigmas 4, sessile.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, villous; |, not conspicuously glandular-dotted, |, |, obliquely rounded, glabrous above, veins brown-villous below; 	blade discolourous, 	apex obtuse or acutish, 	base unequally attached to petiole difference 	0.2-0.5 cm	9-15(-18) x 5-7(-8.5) cm	-	elliptic to broadly elliptic	not scabrous	1-2(-5.5) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 3-5 per side, originating from lower 3/4 or more of primary vein, anastomosing, impressed above, prominent below like tertiary veins, those loosely reticulate. 	-	-	-	-	-	-	-	-	-	Stem villous often with white hairs. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	often on rocks and in humid places in primary forest, 	up to 800 m	
Piper hymenophyllum 	-	-	-	-	-	-	     	-	-	-	-	-	stigmas 3 or 2, recurved, 	0.5-1 mm long	-	-	Scandent or creeping shrub, climbing branches rooting at nodes. 	-	-	-	-	-	-	-	Inflorescence |, pubescent or glabrescent; |, green, not apiculate; 	-	-	-	-	-	-	-	floral bracts pubescent at base, densely marginally fringed; 	-	-	-	-	-	horizontally oriented? later recurved	-	-	-	peduncle 	0.8-2 cm long	-	-	spike protandrous (presenting staminate flowers first, pistillate flowers afterwards), 	-	-	1-3.5 cm long	-	-	-	stamen 1 per flower, far exserted, recurved, 	-	2-3 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, pubescent, vaginate to apex; |, subobovate or ovate, |, unequally cordate or obtuse, glabrescent but veins may be recurved-pubescent; 	blade not conspicuously glandular-dotted, 	apex (long-)acuminate, 	base unequally attached to petiole difference 	0.1-0.7 cm	4-17 x 3-6.5 cm, (on young creeping branches ca. 1.5-5 x 0.8-1.8 cm	margin occasionally ciliate, 	elliptic	-	0.5-1 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 6-8 per side, originating from throughout primary vein, impressed above, prominent below, tertiary veins inconspicuously reticulate. 	-	-	-	-	-	-	-	-	-	Stem ridged, pubescent with recurved hairs. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper inaequale 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or treelet |, almost glabrous. 	-	to 3(-5) m tall	-	-	-	-	-	Inflorescence |, glabrous; |, not apiculate; 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	pendent	-	-	-	peduncle slender, 	1.5-2.5 cm long	-	rachis glabrous; 	spike 	-	-	1.5-5 cm long	-	-	to 0.5 cm wide	-	-	-	-	Infructescence |, somewhat separate, glabrous or minutely papillate, 	-	fruits obovoid or slightly flattened, 	-	stigmas 3-4, lanceolate, sessile.	-	ca. 2 mm wide	to 9 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate and narrowly winged to apex; |, not conspicuously glandular-dotted, |, |: shorter side obtuse to abruptly acute, longer side abruptly rounded, obtuse or cordate, glabrous, except minutely pubescent veins below; 	blade sometimes discolorous and pale brown beneath, 	apex acute to short-acuminate, lower half of blade asymmetrical, 	base unequally attached to petiole difference 	0-0.5 cm	20-24(-36) x 7.5-9.5(-17) cm	-	elliptic-oblong or somewhat ovate	not scabrous	2.5-4.5(-7.5) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-6(-8) per side, widely spaced, originating from lower 2/3 or more of primary vein, anastomosing well within margin, prominent below, tertiary veins very widely reticulate, minutely pubescent below. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in forest, 	to 150 m	
Piper insipiens 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub, subshrub or treelet, may be somewhat scandent, 	-	to 2 m tall	-	-	-	-	-	Inflorescence |, white, yellowish or greyish-green, apiculate; 	-	-	-	-	-	-	-	floral bracts triangular, densely marginally fringed. 	-	-	-	-	-	erect	-	-	-	peduncle slender, 	1-3.5 cm long	-	rachis papillose; 	spike 	-	-	7-13 cm long	-	-	-	-	-	-	-	     	-	fruits trigonous, glabrous, yellowish to green,       	-	stigmas 3, short, sessile.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate to apex; |, discolorous often drying yellowish, conspicuously dark-glandular-dotted, |, |, acute, cuneate or obtusish, glabrous above, glabrous often minutely crisp-pubescent below especially on veins; 	blade 	apex (long-)acuminate, 	base equal or unequally attached to petiole difference 	up to 0.5 cm	13-23 x 4-8.5 cm	-	elliptic, ovate, elliptic-oblong or rhombic	fleshy, drying membranous	0.3-2.5 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 4-6 per side, originating from lower 1/2 or 2/3 of primary vein, plane above, prominulous to prominent below, tertiary veins widely reticulate, areoles almost rectangular. 	-	-	-	-	-	-	-	-	-	Stem, petiole and peduncle and even primary vein below maybe reddish (brown), or yellowish, glabrous. 	-	-	-	-	-	-	-	Stipules may be persistent, |, glabrous. 	-	-	-	-	-	-	-	-	-	ca. 2 cm long	-	-	-	-	dark, humid, primary forest or swamp forest, 	from sea level to 700 m	
Piper marginatum 	-	-	-	-	-	-	     	-	-	-	-	-	stigmas 3, sessile.	-	-	-	Subshrub or treelet, 	-	to 3 m tall	-	fragrant like anise. 	-	-	-	Inflorescence |, glabrous; 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	erect and recurved	-	-	-	peduncle 	1 cm long	-	-	spike 	-	-	10-13(-20) cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole vaginate to apex, |, glabrous; |, 	blade not dark glandular-dotted, 	apex (long-)acuminate, 	base equal or almost equally attached to petiole, deeply cordate, glabrescent or veins puberulent; 	-	10-12 x 8-15 cm	margin ciliate, 	rounded to ovate	-	4 cm long	-	-	-	-	-	-	-	-	palmately 9-11-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper nigrispicum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub 	-	to 2.5 m tall	-	-	-	-	-	Inflorescence |, glabrous, often reddish or violaceous; |, green, yellow to reddish, apiculate; 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	pendent	-	-	-	peduncle slender, 	0.5-1.8 cm long	-	-	spike 	10 mm in diam. in vivo	-	1-5 cm long	-	-	-	-	-	-	-	     	-	fruits trigonous or subtetragonous with narrow “collar”, glabrous, green,       	-	stigmas 3, sessile.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous, pubescent when young, vaginate at base; |, 	blade shiny dark green above, pale below, densely black glandular-dotted, translucent dotted in vivo, 	apex acuminate, 	base equal or almost equally attached to petiole, acute or cuneate or obtusish, occasionally rough above (from scale-like emergent structures), glabrous below; 	-	8-15 x 3-6 cm	-	(narrowly) ovate to elliptic-oblong	-	0.4-0.8 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 3-5 per side, anastomosing near margin, originating from lower 3/4 of primary vein, tertiary veins widely reticulate, not conspicuous. 	-	-	-	-	-	-	-	-	-	Stem glabrous, young ones often reddish. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in forest 	from sea level to 700 m	
Piper nigrum 	-	-	-	-	-	-	Fruits globose, |, glabrous, red or black, 	-	-	-	5-6 mm long	-	stigmas 2-3, sessile.	-	-	-	Shrub sometimes with scrambling branches or liana. 	-	-	-	-	-	-	-	Inflorescence |, apiculate or not; 	-	-	-	-	-	-	-	floral bracts glabrous. 	-	-	-	-	-	pendent	-	-	-	peduncle 	1-2.5 cm long	-	-	spike 	-	-	5-10 cm long	-	-	-	-	-	-	-	Infructescence pendent, |, more than 	-	-	-	-	-	-	12 cm long	-	0.5 cm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous, vaginate to apex; |, not glandular-dotted, |, 	blade 	apex acute to short-acuminate, 	base equal or almost equally attached to petiole, subacute to obtusish, glabrous; 	-	8-19 x 5-10 cm	-	elliptic, ovate to broadly ovate	not scabrous	1-2 cm long	-	-	-	-	-	-	-	-	palmately-pinnately veined, secondary veins 2-3 per side, originating from lower 1/4 of primary vein, flat to prominulous above, prominulous to prominent below, tertiary veins reticulate. 	-	-	-	-	-	-	-	-	-	Stem glabrous. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper betle 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper cubeba 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper obliquum 	-	-	-	-	-	-	Fruits obovoid or oblongoid, sometimes flattened at apex, |, minutely pubescent or glabrous or with a few basal hairs, 	-	1-2 mm in diam.	-	-	-	stigmas 3, often quite long, sessile, sometimes on a short style.	-	-	-	Shrub or treelet, 	-	1.5-8 m tall	-	-	-	-	-	Inflorescence |, pubescent to glabrescent; |, reddish when young, apiculate; 	-	-	-	-	-	-	-	floral bracts triangular-rounded to cucullate, glabrous. 	-	-	-	-	-	pendent	-	-	-	peduncle 	2-5 cm long	-	rachis pubescent; 	spike 	-	-	(8-)20-60(-70) cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous or densely brown-pubescent, green to brown, vaginate or winged to apex; |, not glandular-dotted, |, |, unequally lobed, basal lobes shorter or longer than petiole, occasionally overlapping the latter, glabrous above, more or less brown-pubescent below, especially on veins; 	blade 	apex acute to acuminate, 	base unequally attached to petiole difference 	up to 1 cm	20-60(-70) x (12-)20-35 cm	-	elliptic-ovate to oblong	not scabrous	3-7(-10) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-9, per side originating from lower 3/4 of primary vein. 	-	-	-	-	-	-	-	-	-	Stem densely pubescent to glabrescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in moist forest  	from sea-levelto 2000 m	
Piper paramaribense 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Small shrub, sometimes trailing, 	-	to 1 m tall	-	-	-	-	-	Inflorescence |, glabrous or hirsute; |, yellow or green, apiculate; 	-	-	-	-	-	-	-	floral bracts cucullate and pilose on inner side and at base,       	-	-	rachis pubescent. 	-	-	erect	-	-	-	peduncle 	0.5-1 cm long	-	-	spike 	-	-	2-4 cm long	-	-	-	-	-	-	-	Infructescence erect, |, green; |, glabrous, green, 	-	fruits globose or obovoid, 	3 mm in diam.	stigmas 3, linear, erect, may give impression of a style, obsolete on fruit.	-	-	to 7 cm long	-	to 1 cm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, hirsute, vaginate to middle; |, glandular-dotted, |, |, cuneate to obtusish, rounded or subcordate, glabrous but veins appressed-pubescent below; 	blade 	apex short-acuminate, maybe somewhat obtuse, 	base equal or unequally attached to petiole difference at most 	0.1 cm	7-17 x 2.5-6 cm	-	lance-elliptic, elliptic or elliptic-oblong	slightly bullate to smooth, coriaceous and silvery shiny or membranous	0.5 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins (7-)8-12 per side, originating from throughout primary vein, impressed above, prominulous to strongly prominent below, tertiary veins transverse. 	-	-	-	-	-	-	-	-	-	Stem hirsute. 	-	-	-	-	-	-	-	Stipules long persistent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	up to 1600 m	
Piper peltatum 	-	-	-	-	-	-	Fruits trigonous, glabrous.	-	-	-	-	-	-	-	-	-	Large herb 	-	to 3 m tall	-	-	-	-	-	Inflorescence |, umbellate, |, sympodial branches with very short internodes, without leaves; |, |, each subtended by a single prophyll, densely flowered; 	-	common peduncle 	-	-	2-8 cm long	peduncles slender, 	1-1.5 cm long	floral bracts marginally fringed. 	-	-	-	-	-	erect	-	-	-	-	-	seem to be axillary, but are reduced	-	spikes numerous, 	-	-	5-10 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Internodes black glandular-dotted, more densely so on nodes. 	-	     	blade glandular-dotted, 	apex acute, 	base nearly rounded to usually deeply cordate, glabrous except for short hairs on veins; 	-	-	to 16-30 x 18-40 cm	-	round-ovate	-	-	petiole attached at up to 1/3 of blade, rarely near base, 	8-20 cm long	-	-	-	-	palmately 13-15-veined, veins radiating from petiole tip, and 2 pairs originating from central vein. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper perstipulare 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub 	-	to 1.5-4 m tall	-	-	-	-	-	Inflorescence |, glabrous; |, greenish white to white, apiculate; 	-	-	-	-	-	-	-	floral bracts subtriangular, densely marginally fringed. 	-	-	-	-	-	erect	-	-	-	peduncle 	1-2 cm long	-	-	spike 	-	-	7-9.5 cm long	-	-	-	-	-	-	-	Infructescence 	-	fruits trigonous or ovoid, glabrous, verruculose,       	-	stigmas 3, recurved, sessile.	-	-	to 11.5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous, vaginate to apex, |, densely glandular-dotted below, |, |, obtuse to rounded, glabrous, but veins sparsely to densely appressed or crisp-pubescent below; 	blade 	apex acuminate, 	base equal or unequally attached to petiole difference 	0-0.3 cm	16-27 x 7-13(-14.5) cm	margin ciliolate, 	narrowly elliptic to elliptic-ovate	not scabrous	(0.5-)1-4.5 cm long	-	-	margin enlarged; 	-	-	-	-	-	pinnately veined, secondary veins 6-7 per side, originating from lower 2/3 of primary vein, flat above, prominulous below, lower 2-3 ascending horizontally or at an angle of 45º, upper ones ascending near margin but hardly anastomosing towards top, tertiary veins reticulate and transverse between secondaries. 	-	-	-	-	-	-	-	-	-	Stem glabrous. 	-	-	-	-	-	-	-	Stipules |, glabrous, upper ones subpersistent. 	-	-	-	-	-	-	-	-	-	4-7 cm long	-	-	-	-	from 	500-1275 m	
Piper phytolaccifolium 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub |, glabrous. 	-	to 1.6 m tall	-	-	-	-	-	Inflorescence |, not apiculate; 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	erect	-	-	-	peduncle 	0.4-0.7 cm long	-	-	spike 	-	-	2-4 cm long	-	-	-	-	-	-	-	Infructescence erect to pendent, |, glabrous, with persistent style, 	-	fruits globose, 	1-1.5 mm in diam.	stigmas 3, on long style.	-	-	-	-	0.6 cm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate to middle or to apex; |, glandular-dotted to densely glandular-dotted, |, |, acute, glabrous; 	blade 	apex acuminate, 	base unequally attached to petiole difference 	0.2-0.3 cm	9-16 x 2.5-7 cm	-	elliptic to ovate	membranous, not scabrous	0.4-1 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 4-6 per side, originating from lower 2/3 of primary vein, flat above, prominulous below, tertiary veins reticulate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper piscatorum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Subshrub, 	-	to 1 m tall	-	-	-	-	-	Inflorescence |, glabrous; |, green, apiculate; 	-	-	-	-	-	-	-	floral bracts cucullate, glabrous. 	-	-	-	-	-	erect	-	-	-	peduncle 	0.4-0.5(-1) cm long	-	rachis pubescent; 	spike 	-	-	4-7 cm long	-	-	-	-	-	-	-	Infructescence |, papillose at apex, glabrescent, 	-	fruits separate at maturity, not sulcate, globose, 	1.5 mm in diam.	stigmas 4, sessile.	-	-	to 6 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate at base; |, dull green, not conspicuously glandular-dotted, |, 	blade 	apex acuminate, 	base equal or almost equally attached to petiole, subacute to obtuse or rounded, glabrous; 	-	(5.5-)7.5-17(-19.5) x (2.5-)3.5-6.5(-7.5) cm	-	elliptic-oblong to narrowly ovate	subcoriaceous	0.5-2 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins (5-)7-8(-11) per side, originating from throughout primary vein, anastomosing well within margin, impressed or slightly prominulous above, prominent below, tertiary venation obsolete. 	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	upper internodes finely striate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	non-flooded moist forest, or along riverbanks, up to 660(-1100?) m elev.	-	
Piper poiteanum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Vine or climbing shrub 	-	to 8 m tall	-	-	-	-	-	Inflorescence |, minutely pubescent or glabrous; |, yellow to green, apiculate; 	-	-	-	-	-	-	-	floral bracts cucullate-inflexed, densely marginally fringed. 	-	-	-	-	-	presumably pendent	-	-	-	peduncle 	1-1.5 cm long	-	-	spike 	-	-	7-16.5 cm long	-	-	-	-	-	-	-	Infructescence |, glabrous, 	-	fruits depressed globose to trigonous, 	-	stigmas 3, sessile.	1 mm thick	-	to 15 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous or sparsely pubescent, vaginate to apex; |, not conspicuously glandular-dotted, |, 	blade 	apex acuminate, 	base equal, rounded to subcordate to deeply cordate, glabrous but veins glabrous or sparsely pubescent below; 	-	7-12 x 3-5 cm	-	oblong to ovate	membranous, bicolourous, not scabrous	1.5-2.5 cm long	-	-	-	-	-	-	-	-	palmately-pinnately veined, secondary veins 2-3 per side originating from lower 1/4 of primary vein, flat above, prominent below, tertiary veins transverse, prominulous below. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Upper internodes finely striate, glabrescent. 	in understorey of primary rainforest and from secondary vegetation, from 	10-600 m	
